report_id,duplicate_check,duplicate_rank,confidence,notes,error
153.0,TRUE,2,0.8,"Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso materasso e lo stesso materiale plastico, anche se con piccole variazioni di angolo e zoom. La descrizione del report è coerente con la presenza di plastica, vetro, carta e un materasso arotolato.",
174.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo di rifiuti inerti, plastica e bottiglie di vetro, con stessa disposizione e elementi distintivi. La descrizione del report è coerente con le immagini.",
178.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso contenuto (plastic, textiles, aluminum/metal) e lo stesso contesto (strada di campagna con vegetazione circostante). La descrizione è coerente con la prima immagine.",
184.0,TRUE,1,0.9,Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso elemento distintivo (giubbotto rosa) e lo stesso contesto (pianta di ortensia). La descrizione del report è coerente con le immagini.,
197.0,TRUE,1,0.9,Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso contenuto (plastic bag) e lo stesso contesto (prato con erba alta). La descrizione del report è coerente con lo stato visivo delle immagini.,
206.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo di giocattoli smontati in erba alta, con lo stesso elemento distintivo (i colori verde e arancione) e la stessa disposizione. La descrizione del report è coerente con la categoria di rifiuti 'plastic' e 'contained waste'.",
226.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo con stessa disposizione e lo stesso elemento distintivo, il pneumatico, che è piccolo e si trova in un contesto di erba e vegetazione. La descrizione è coerente.",
227.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso contenuto (legno, plastica, metallo) e stessa disposizione, anche se l'angolo di visione è diverso. La descrizione del report è coerente con la prima immagine.",
236.0,TRUE,1,0.95,"Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso contenuto (plastic, paper, electronic appareil, textiles) e la stessa disposizione. La descrizione del report è coerente con la categoria di rifiuti e la dimensione del cumulo.",
245.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo di rifiuti con stessa disposizione e stessi elementi distintivi, come i sacchi neri e i tessuti. La descrizione è coerente con la prima immagine.",
250.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso contesto di vegetazione e stessa disposizione degli oggetti, inclusi i sacchi neri e i materiali da costruzione. La descrizione del report è coerente con la presenza di rifiuti buttati in un fosso.",
251.0,TRUE,1,0.9,"Le prime due immagini mostrano lo stesso cumulo di rifiuti, con lo stesso tipo di contenitori e lo stesso contesto di vegetazione circostante. La descrizione del report è coerente con le immagini.",
252.0,FALSE,,,Le immagini mostrano diversi cumuli di rifiuti con diverse disposizioni e elementi distintivi. La descrizione generica del report non fornisce informazioni sufficienti per determinare se ci sono duplicati.,
261.0,FALSE,,,,
263.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo di rifiuti con stessa disposizione e stessi elementi distintivi, come sacchi neri, bottiglie di plastica, contenitori e altri oggetti. La descrizione del report è coerente con la presenza di rifiuti in un fiume.",
268.0,TRUE,1,0.95,"Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso contenuto (plastiche, bottiglie, sacchetti) e la stessa disposizione. La descrizione del report 'rifiuti buttati per la via' è coerente con la presenza di rifiuti abbandonati in un ambiente naturale.",
276.0,TRUE,1,0.9,"Le immagini mostrano lo stesso cumulo di rifiuti con lo stesso contenuto (plastic, glass) e lo stesso contesto (fosso). La descrizione del report è coerente con la prima immagine.",
290.0,TRUE,1,0.9,Le immagini mostrano lo stesso giubbotto rosso con stessa disposizione e stessa elementi distintivi; la descrizione è coerente.,
